co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
29826	BAMBINO AGRO INDS. LTD.	20090803	0.683	NA	0.7117
29843	BAMPSL SECURITIES LTD.	20090803	0.3908	NA	0.0107
29909	BANCO PRODUCTS (INDIA) LTD.	20090803	1.4549	1.4626	6.1254
29992	BANG OVERSEAS LTD.	20090803	0.9994	1.0008	-0.0369
30136	BANK OF BARODA	20090803	1.1753	1.1764	68.6327
30148	BANK OF INDIA	20090803	1.4261	1.4307	57.0408
30153	BANK OF MAHARASHTRA	20090803	0.8325	0.8345	9.6832
30157	BANK OF RAJASTHAN LTD. [MERGED]	20090803	1.4461	1.4485	6.4438
30228	BANNARI AMMAN SPG. MILLS LTD.	20090803	0.625	0.6293	3.5482
30230	BANNARI AMMAN SUGARS LTD.	20090803	2.1676	2.1542	132.25
30442	BANSWARA SYNTEX LTD.	20090803	0.6995	0.7009	9.751
30542	BARAK VALLEY CEMENTS LTD.	20090803	0.6728	0.6636	3.3484
30575	VISAGAR POLYTEX LTD.	20090803	20.4022	NA	7.1237
30882	BASANT AGRO TECH (INDIA) LTD.	20090803	0.6648	NA	6.517
31130	BATA INDIA LTD.	20090803	3.9237	3.9157	8.9039
31182	BATLIBOI LTD.	20090803	1.6417	1.635	-4.1349
31364	BAYER CROPSCIENCE LTD.	20090803	2.6452	NA	27.3781
31365	INEOS STYROLUTION INDIA LTD.	20090803	0.9823	0.9816	14.2105
31367	SIEMENS HEALTHCARE DIAGNOSTICS LTD. [MERGED]	20090803	2.4007	NA	59.5272
31769	BEEYU OVERSEAS LTD.	20090803	10.2084	NA	-9.8222
31927	BELL CERAMICS LTD. [MERGED]	20090803	0.8678	0.8802	0.9711
31979	BELLARY STEELS & ALLOYS LTD.	20090803	NA	NA	-1.9866
32060	BEMCO HYDRAULICS LTD.	20090803	1.3231	NA	5.046
32084	BENARES HOTELS LTD.	20090803	1.9009	NA	20.6923
32255	BENGAL TEA & FABRICS LTD.	20090803	0.5367	NA	1.2547
32433	BERGER PAINTS INDIA LTD.	20090803	3.1526	3.1634	2.5938
32551	BEST & CROMPTON ENGG. LTD.	20090803	1.5358	NA	-6.1466
32731	BETALA GLOBAL SECURITIES LTD.	20090803	0.7326	NA	-0.4364
32984	BHAGAWATI GAS LTD.	20090803	0.5014	NA	0.3584
